old_ref	old_anchor	old_title	new_file	new_section	disposition	note
WL-SPEC-64	sec-11	RDF projection	07-knowledge-graph-and-search.md	7.7	pointer	one sentence in 7.7 names the projected shape and points to 07
WL-SPEC-64	sec-12	Acceptance criteria	06-design-queries-intents-decks.md	-	dropped-other	acceptance criteria restate 7.1-7.7
WL-SPEC-64	sec-13	Deferred work	06-design-queries-intents-decks.md	7.7	merged	Deferred paragraph
WL-SPEC-64	sec-2	Meetings and documents	06-design-queries-intents-decks.md	7.1	moved	2.1 identity folded in
WL-SPEC-64	sec-3	Drafts and revisions	06-design-queries-intents-decks.md	7.2	moved	
WL-SPEC-64	sec-4	Access and actor status	06-design-queries-intents-decks.md	7.3	moved	
WL-SPEC-64	sec-5	Privacy contract	06-design-queries-intents-decks.md	7.4	moved	
WL-SPEC-64	sec-6	Resolving project context	06-design-queries-intents-decks.md	7.5	moved	
WL-SPEC-64	sec-7	Calendar synchronization	06-design-queries-intents-decks.md	7.6	merged	
WL-SPEC-64	sec-8	Meeting resources	06-design-queries-intents-decks.md	7.6	merged	
WL-SPEC-64	sec-9	Cockpit and editor flow	06-design-queries-intents-decks.md	7.7	merged	
WL-SPEC-65	sec-0	Purpose and boundary	10-cockpit.md	6	merged	
WL-SPEC-65	sec-1	A panel appears when the project has facts for it	10-cockpit.md	6	moved	
WL-SPEC-65	sec-2	The panel set	10-cockpit.md	6	moved	
WL-SPEC-65	sec-3	What this does not change	10-cockpit.md	6	merged	
WL-SPEC-65	sec-4	Where it is assembled	10-cockpit.md	6	merged	
WL-SPEC-65	sec-5	Coverage is computed server-side	10-cockpit.md	6	merged	
WL-SPEC-65	sec-6	Non-goals	10-cockpit.md	17	merged	
WL-SPEC-66	sec-0	Purpose and boundary	10-cockpit.md	15	merged	
WL-SPEC-66	sec-1	Progress is derived, never stored	10-cockpit.md	15.1	moved	
WL-SPEC-66	sec-2	The page	10-cockpit.md	15.2	moved	
WL-SPEC-66	sec-3	Actions	10-cockpit.md	15.3	moved	
WL-SPEC-66	sec-4	Write safety	10-cockpit.md	15.4	moved	
WL-SPEC-66	sec-5	Live updates	10-cockpit.md	15.5	moved	
WL-SPEC-66	sec-6	Facts this page needs	10-cockpit.md	15.6	moved	
WL-SPEC-66	sec-7	Where it is assembled	10-cockpit.md	15.7	moved	
WL-SPEC-66	sec-8	Acceptance criteria	-	-	dropped-history	
WL-SPEC-66	sec-9	Non-goals	10-cockpit.md	17	merged	
WL-SPEC-67	sec-0	0. Why	05-documents.md	17	merged	snapshot framing kept, incident dropped
WL-SPEC-67	sec-1	1. Scope	05-documents.md	17	merged	
WL-SPEC-67	sec-2	2. Declaration drift	05-documents.md	17	moved	
WL-SPEC-67	sec-2.1	2.1 The join already exists	05-documents.md	17	moved	
WL-SPEC-67	sec-2.2	2.2 The four states	05-documents.md	17	moved	
WL-SPEC-67	sec-2.3	2.3 What counts as drift	05-documents.md	17	moved	
WL-SPEC-67	sec-2.4	2.4 One false pair, from migration 0043	05-documents.md	-	dropped-history	
WL-SPEC-67	sec-3	3. Downstream documents	05-documents.md	17	moved	
WL-SPEC-67	sec-4	4. Open work	05-documents.md	17	moved	
WL-SPEC-67	sec-5	5. The command	05-documents.md	17	moved	
WL-SPEC-67	sec-5.1	5.1 Why this name	05-documents.md	-	dropped-history	
WL-SPEC-67	sec-5.2	5.2 Surfaces	05-documents.md	18	merged	
WL-SPEC-67	sec-6	6. Stale repo references	05-documents.md	17	moved	
WL-SPEC-67	sec-7	7. The skill	05-documents.md	17	moved	
WL-SPEC-67	sec-8	8. Deferred: syncing a drifted body	05-documents.md	-	dropped-other	deferred feature never specified; not carried to Open questions
WL-SPEC-67	sec-9	9. Acceptance criteria	05-documents.md	-	dropped-history	
WL-SPEC-68	sec-0	Why	07-knowledge-graph-and-search.md	-	dropped-history	rationale for the rename; review notes carried to Open questions
WL-SPEC-68	sec-1	The IRI is the URL	07-knowledge-graph-and-search.md	10	merged	10.1
WL-SPEC-68	sec-10	Acceptance criteria	07-knowledge-graph-and-search.md	-	dropped-other	acceptance criteria; the new doc carries none
WL-SPEC-68	sec-2	`wlid:` is scoped to the instance	07-knowledge-graph-and-search.md	10	merged	10.1
WL-SPEC-68	sec-2.1	Where the base comes from	07-knowledge-graph-and-search.md	10	merged	10.1
WL-SPEC-68	sec-2.2	SHACL splits on the same line	07-knowledge-graph-and-search.md	6	merged	shapes-graph split paragraph at the end of 6
WL-SPEC-68	sec-3	The grammar	07-knowledge-graph-and-search.md	10	moved	10.2
WL-SPEC-68	sec-4	Documents, sections and versions	07-knowledge-graph-and-search.md	10	merged	10.2 closing paragraph
WL-SPEC-68	sec-5	Content negotiation	07-knowledge-graph-and-search.md	11	moved	
WL-SPEC-68	sec-6	Stored strings stay relative	07-knowledge-graph-and-search.md	10	moved	10.3
WL-SPEC-68	sec-7	One constructor, enforced	07-knowledge-graph-and-search.md	10	moved	10.4
WL-SPEC-68	sec-8	Migration	07-knowledge-graph-and-search.md	-	dropped-history	events.payload and implements.yaml migration
WL-SPEC-68	sec-9	Planning directions	07-knowledge-graph-and-search.md	-	dropped-history	task ordering; the nsgen.py reads-concept.ttl-only fact survives in 2
WL-SPEC-69	sec-1	Why	07-knowledge-graph-and-search.md	18	merged	opening paragraph; hzdev timing numbers dropped
WL-SPEC-69	sec-2	Serving component	07-knowledge-graph-and-search.md	18	moved	Serving and Dependabot bullets
WL-SPEC-69	sec-3	Schema: a second vector column	07-knowledge-graph-and-search.md	18	merged	Schema bullet; column also appears in the 14.5 DDL and 16 invalidation
WL-SPEC-69	sec-4	Config: which column is active	07-knowledge-graph-and-search.md	18	moved	Config bullet
WL-SPEC-69	sec-5	Cutover and rollback	07-knowledge-graph-and-search.md	18	moved	Cutover and Decision bullets
WL-SPEC-69	sec-6	Out of scope	07-knowledge-graph-and-search.md	18	merged	Decision bullet's out-of-scope list
WL-SPEC-69	sec-7	Testing	07-knowledge-graph-and-search.md	18	moved	Tests bullet
WL-SPEC-70	sec-0	Why	06-design-queries-intents-decks.md	-	dropped-history	
WL-SPEC-70	sec-1	What an intent is	06-design-queries-intents-decks.md	5	moved	1.1 folded into the same paragraph
WL-SPEC-70	sec-2	The ladder	06-design-queries-intents-decks.md	5	merged	
WL-SPEC-70	sec-3	How a spec declares its intent	06-design-queries-intents-decks.md	5	moved	
WL-SPEC-70	sec-4	The nine intents	06-design-queries-intents-decks.md	5	moved	4.1 candidate intent kept as one sentence
WL-SPEC-70	sec-5	What the layer buys	06-design-queries-intents-decks.md	5	moved	
WL-SPEC-70	sec-6	ADR dispositions	06-design-queries-intents-decks.md	5	dropped-history	one sentence on decisions-as-rationale kept in 5; the per-ADR fold table is migration
WL-SPEC-70	sec-7	What this spec does not change	06-design-queries-intents-decks.md	5	merged	
WL-SPEC-70	sec-8	Not settled	06-design-queries-intents-decks.md	Open questions	moved	Q13-Q17 plus the journalism/familiar-surfaces gaps
